"Order ID","Restaurant Name","Location","Order Time","Delivery Time","Delivery Duration (min)","Pizza Size","Pizza Type","Toppings Count","Distance (km)","Traffic Level","Payment Method","Is Peak Hour","Is Weekend","Delivery Efficiency (min/km)","Topping Density","Order Month","Payment Category","Estimated Duration (min)","Delay (min)","Is Delayed","Pizza Complexity","Traffic Impact","Order Hour","Restaurant Avg Time"
"ORD637","Papa John's","San Diego, CA","2025-06-18 17:45:00","2025-06-18 18:35:00","50","Large","Non-Veg","4","8.3","High","Card","","","6.0240963855422","0.48192771084337","June","Online","19.92","30.08","1","12","3","17","28.186274509804"
"ORD638","Domino's","Austin, TX","2025-06-18 19:05:00","2025-06-18 19:40:00","35","Large","Cheese Burst","4","5.4","Medium","UPI","1","","6.4814814814815","0.74074074074074","June","Online","12.96","22.04","1","12","2","19","30.259433962264"
"ORD639","Marco’s Pizza","Charlotte, NC","2025-06-18 20:00:00","2025-06-18 20:25:00","25","Medium","Non-Veg","3","4","Low","Wallet","1","","6.25","0.75","June","Online","9.6","15.4","","6","1","20","26.666666666667"
"ORD640","Pizza Hut","Miami, FL","2025-06-18 21:00:00","2025-06-18 21:30:00","30","Medium","Veg","2","4.1","Low","Card","1","","7.3170731707317","0.48780487804878","June","Online","9.84","20.16","","4","1","21","29.948453608247"
"ORD641","Domino's","Los Angeles, CA","2025-06-19 18:15:00","2025-06-19 18:55:00","40","Large","Cheese Burst","5","6.3","Medium","Cash","1","","6.3492063492063","0.79365079365079","June","Offline","15.12","24.88","1","15","2","18","30.259433962264"
"ORD642","Little Caesars","Denver, CO","2025-06-19 19:10:00","2025-06-19 19:55:00","45","XL","Vegan","2","7","High","Wallet","1","","6.4285714285714","0.28571428571429","June","Online","16.8","28.2","1","8","3","19","28.844221105528"
"ORD643","Domino's","Austin, TX","2025-06-19 20:00:00","2025-06-19 20:30:00","30","Large","Cheese Burst","4","5.4","Medium","Card","1","","5.5555555555556","0.74074074074074","June","Online","12.96","17.04","","12","2","20","30.259433962264"
"ORD644","Marco’s Pizza","Tampa, FL","2025-06-20 18:10:00","2025-06-20 18:40:00","30","Small","Thai Chicken","3","3.2","Medium","Cash","1","","9.375","0.9375","June","Offline","7.68","22.32","","3","2","18","26.666666666667"
"ORD645","Pizza Hut","Dallas, TX","2025-06-20 19:00:00","2025-06-20 19:30:00","30","Medium","Stuffed Crust","4","5.8","Medium","Card","1","","5.1724137931034","0.68965517241379","June","Online","13.92","16.08","","8","2","19","29.948453608247"
"ORD646","Domino's","San Francisco, CA","2025-07-21 19:00:00","2025-07-21 19:50:00","50","Large","Non-Veg","4","10","High","Card","1","","5","0.4","July","Online","24","26","1","12","3","19","30.259433962264"
"ORD647","Papa John's","Indianapolis, IN","2025-07-22 20:00:00","2025-07-22 20:35:00","35","Medium","Gluten-Free","3","5.5","Medium","Wallet","1","","6.3636363636364","0.54545454545455","July","Online","13.2","21.8","1","6","2","20","28.186274509804"
"ORD648","Pizza Hut","Seattle, WA","2025-07-23 18:30:00","2025-07-23 18:50:00","20","Small","Vegan","2","2","Low","UPI","1","","10","1","July","Online","4.8","15.2","","2","1","18","29.948453608247"
"ORD649","Little Caesars","Denver, CO","2025-07-24 19:45:00","2025-07-24 20:25:00","40","XL","Cheese Burst","5","8","High","Card","1","","5","0.625","July","Online","19.2","20.8","1","20","3","19","28.844221105528"
"ORD650","Marco's Pizza","Boston, MA","2025-07-25 18:15:00","2025-07-25 18:45:00","30","Medium","Thai Chicken","3","4","Medium","UPI","1","","7.5","0.75","July","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD651","Domino's","Nashville, TN","2025-07-26 19:30:00","2025-07-26 20:10:00","40","Large","Sicilian","4","6.5","High","Cash","1","1","6.1538461538462","0.61538461538462","July","Offline","15.6","24.4","1","12","3","19","30.259433962264"
"ORD652","Papa John's","Detroit, MI","2025-07-27 20:45:00","2025-07-27 21:15:00","30","Medium","Veg","2","3.5","Low","Card","1","1","8.5714285714286","0.57142857142857","July","Online","8.4","21.6","","4","1","20","28.186274509804"
"ORD653","Pizza Hut","El Paso, TX","2025-07-28 18:00:00","2025-07-28 18:30:00","30","Large","Non-Veg","4","5","Medium","Wallet","1","","6","0.8","July","Online","12","18","","12","2","18","29.948453608247"
"ORD654","Little Caesars","Washington, DC","2025-07-29 19:15:00","2025-07-29 19:55:00","40","XL","Cheese Burst","5","7","High","Card","1","","5.7142857142857","0.71428571428571","July","Online","16.8","23.2","1","20","3","19","28.844221105528"
"ORD655","Marco's Pizza","Las Vegas, NV","2025-07-30 20:30:00","2025-07-30 21:00:00","30","Medium","Vegan","2","4","Medium","UPI","1","","7.5","0.5","July","Online","9.6","20.4","","4","2","20","30.286458333333"
"ORD656","Domino's","Louisville, KY","2025-07-31 18:45:00","2025-07-31 19:25:00","40","Large","Non-Veg","4","6","High","Domino's Cash","1","","6.6666666666667","0.66666666666667","July","Offline","14.4","25.6","1","12","3","18","30.259433962264"
"ORD657","Papa John's","Baltimore, MD","2025-08-01 20:00:00","2025-08-01 20:30:00","30","Medium","Gluten-Free","3","5","Medium","Wallet","1","","6","0.6","August","Online","12","18","","6","2","20","28.186274509804"
"ORD658","Pizza Hut","Milwaukee, WI","2025-08-02 18:30:00","2025-08-02 19:00:00","30","Small","Vegan","2","3","Low","UPI","1","1","10","0.66666666666667","August","Online","7.2","22.8","","2","1","18","29.948453608247"
"ORD659","Little Caesars","Albuquerque, NM","2025-08-03 19:45:00","2025-08-03 20:25:00","40","XL","Stuffed Crust","5","8","High","Card","1","1","5","0.625","August","Online","19.2","20.8","1","20","3","19","28.844221105528"
"ORD660","Marco's Pizza","Tucson, AZ","2025-08-04 18:00:00","2025-08-04 18:30:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","August","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD661","Domino's","Fresno, CA","2025-08-05 19:15:00","2025-08-05 19:55:00","40","Large","Veg","4","6","High","Cash","1","","6.6666666666667","0.66666666666667","August","Offline","14.4","25.6","1","12","3","19","30.259433962264"
"ORD662","Papa John's","Sacramento, CA","2025-08-06 20:30:00","2025-08-06 21:00:00","30","Medium","Veg","2","3.5","Low","Card","1","","8.5714285714286","0.57142857142857","August","Online","8.4","21.6","","4","1","20","28.186274509804"
"ORD663","Pizza Hut","Kansas City, MO","2025-08-07 18:45:00","2025-08-07 19:15:00","30","Large","Non-Veg","4","5.5","Medium","Wallet","1","","5.4545454545455","0.72727272727273","August","Online","13.2","16.8","","12","2","18","29.948453608247"
"ORD664","Little Caesars","Mesa, AZ","2025-08-08 20:00:00","2025-08-08 20:40:00","40","XL","Cheese Burst","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","August","Online","18","22","1","20","3","20","28.844221105528"
"ORD665","Marco's Pizza","Atlanta, GA","2025-08-09 18:15:00","2025-08-09 18:45:00","30","Small","Vegan","1","2.5","Low","Cash","1","1","12","0.4","August","Offline","6","24","","1","1","18","30.286458333333"
"ORD666","Domino's","Omaha, NE","2025-08-10 19:30:00","2025-08-10 20:10:00","40","Large","Non-Veg","4","6.5","High","Card","1","1","6.1538461538462","0.61538461538462","August","Online","15.6","24.4","1","12","3","19","30.259433962264"
"ORD667","Papa John's","Raleigh, NC","2025-08-11 20:45:00","2025-08-11 21:15:00","30","Medium","Gluten-Free","3","5","Medium","Wallet","1","","6","0.6","August","Online","12","18","","6","2","20","28.186274509804"
"ORD668","Pizza Hut","Long Beach, CA","2025-08-12 18:00:00","2025-08-12 18:30:00","30","Small","Vegan","2","3","Low","UPI","1","","10","0.66666666666667","August","Online","7.2","22.8","","2","1","18","29.948453608247"
"ORD669","Little Caesars","Virginia Beach, VA","2025-08-13 19:15:00","2025-08-13 19:55:00","40","XL","Cheese Burst","5","7","High","Card","1","","5.7142857142857","0.71428571428571","August","Online","16.8","23.2","1","20","3","19","28.844221105528"
"ORD670","Marco's Pizza","Oakland, CA","2025-08-14 20:30:00","2025-08-14 21:00:00","30","Medium","Non-Veg","3","4","Medium","UPI","1","","7.5","0.75","August","Online","9.6","20.4","","6","2","20","30.286458333333"
"ORD671","Domino's","San Jose, CA","2025-08-15 19:00:00","2025-08-15 19:35:00","35","Large","Cheese Burst","4","5","Medium","Card","1","","7","0.8","August","Online","12","23","1","12","2","19","30.259433962264"
"ORD672","Pizza Hut","Austin, TX","2025-08-16 18:30:00","2025-08-16 19:10:00","40","Medium","Veg","2","6","High","Wallet","1","1","6.6666666666667","0.33333333333333","August","Online","14.4","25.6","1","4","3","18","29.948453608247"
"ORD673","Papa John's","Columbus, OH","2025-08-17 20:00:00","2025-08-17 20:25:00","25","Medium","Gluten-Free","3","3.5","Low","UPI","1","1","7.1428571428571","0.85714285714286","August","Online","8.4","16.6","","6","1","20","28.186274509804"
"ORD674","Little Caesars","Fort Worth, TX","2025-08-18 19:15:00","2025-08-18 19:55:00","40","XL","Non-Veg","5","7","High","Cash","1","","5.7142857142857","0.71428571428571","August","Offline","16.8","23.2","1","20","3","19","28.844221105528"
"ORD675","Marco's Pizza","Jacksonville, FL","2025-08-19 18:45:00","2025-08-19 19:15:00","30","Medium","Thai Chicken","3","4","Medium","Card","1","","7.5","0.75","August","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD676","Domino's","Indianapolis, IN","2025-08-20 20:30:00","2025-08-20 21:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","August","Online","13.2","16.8","","12","2","20","30.259433962264"
"ORD677","Pizza Hut","Charlotte, NC","2025-08-21 19:00:00","2025-08-21 19:30:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","August","Online","9.6","20.4","","4","1","19","29.948453608247"
"ORD678","Papa John's","San Francisco, CA","2025-08-22 18:15:00","2025-08-22 18:50:00","35","Medium","Gluten-Free","3","5","Medium","Card","1","","7","0.6","August","Online","12","23","1","6","2","18","28.186274509804"
"ORD679","Little Caesars","Denver, CO","2025-08-23 20:00:00","2025-08-23 20:45:00","45","XL","Cheese Burst","5","8","High","Cash","1","1","5.625","0.625","August","Offline","19.2","25.8","1","20","3","20","28.844221105528"
"ORD680","Marco's Pizza","Seattle, WA","2025-08-24 19:30:00","2025-08-24 20:00:00","30","Medium","Thai Chicken","3","4.5","Medium","UPI","1","1","6.6666666666667","0.66666666666667","August","Online","10.8","19.2","","6","2","19","30.286458333333"
"ORD681","Domino's","Boston, MA","2025-08-25 18:00:00","2025-08-25 18:35:00","35","Large","Non-Veg","4","6","Medium","Card","1","","5.8333333333333","0.66666666666667","August","Online","14.4","20.6","1","12","2","18","30.259433962264"
"ORD682","Pizza Hut","Detroit, MI","2025-08-26 19:15:00","2025-08-26 19:45:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","August","Online","9.6","20.4","","4","1","19","29.948453608247"
"ORD683","Papa John's","Memphis, TN","2025-08-27 20:30:00","2025-08-27 21:00:00","30","Medium","Gluten-Free","3","5","Medium","UPI","1","","6","0.6","August","Online","12","18","","6","2","20","28.186274509804"
"ORD684","Little Caesars","Baltimore, MD","2025-08-28 18:45:00","2025-08-28 19:25:00","40","XL","Cheese Burst","5","7.5","High","Card","1","","5.3333333333333","0.66666666666667","August","Online","18","22","1","20","3","18","28.844221105528"
"ORD685","Marco's Pizza","Nashville, TN","2025-08-29 19:00:00","2025-08-29 19:30:00","30","Medium","Thai Chicken","3","4","Medium","Cash","1","","7.5","0.75","August","Offline","9.6","20.4","","6","2","19","30.286458333333"
"ORD686","Domino's","Portland, OR","2025-08-30 20:15:00","2025-08-30 20:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","August","Online","13.2","16.8","","12","2","20","30.259433962264"
"ORD687","Pizza Hut","Oklahoma City, OK","2025-08-31 18:30:00","2025-08-31 19:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","August","Online","9.6","20.4","","4","1","18","29.948453608247"
"ORD688","Papa John's","Las Vegas, NV","2025-09-01 19:45:00","2025-09-01 20:15:00","30","Medium","Gluten-Free","3","5","Medium","Card","1","","6","0.6","September","Online","12","18","","6","2","19","28.186274509804"
"ORD689","Little Caesars","Louisville, KY","2025-09-02 20:00:00","2025-09-02 20:40:00","40","XL","Cheese Burst","5","8","High","UPI","1","","5","0.625","September","Online","19.2","20.8","1","20","3","20","28.844221105528"
"ORD690","Marco's Pizza","Milwaukee, WI","2025-09-03 18:15:00","2025-09-03 18:45:00","30","Medium","Thai Chicken","3","4","Medium","Card","1","","7.5","0.75","September","Online","9.6","20.4","","6","2","18","30.286458333333"
"ORD691","Domino's","Albuquerque, NM","2025-09-04 19:30:00","2025-09-04 20:00:00","30","Large","Non-Veg","4","6","Medium","Cash","1","","5","0.66666666666667","September","Offline","14.4","15.6","","12","2","19","30.259433962264"
"ORD692","Pizza Hut","Tucson, AZ","2025-09-05 20:45:00","2025-09-05 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","September","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD693","Papa John's","Fresno, CA","2025-09-06 18:00:00","2025-09-06 18:30:00","30","Medium","Gluten-Free","3","5","Medium","UPI","1","1","6","0.6","September","Online","12","18","","6","2","18","28.186274509804"
"ORD694","Little Caesars","Sacramento, CA","2025-09-07 19:15:00","2025-09-07 19:55:00","40","XL","Cheese Burst","5","7","High","Card","1","1","5.7142857142857","0.71428571428571","September","Online","16.8","23.2","1","20","3","19","28.844221105528"
"ORD695","Marco's Pizza","Kansas City, MO","2025-09-08 20:30:00","2025-09-08 21:00:00","30","Medium","Thai Chicken","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","September","Offline","10.8","19.2","","6","2","20","30.286458333333"
"ORD696","Domino's","Mesa, AZ","2025-09-09 18:45:00","2025-09-09 19:15:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","September","Online","13.2","16.8","","12","2","18","30.259433962264"
"ORD697","Pizza Hut","Atlanta, GA","2025-09-10 19:00:00","2025-09-10 19:30:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","September","Online","9.6","20.4","","4","1","19","29.948453608247"
"ORD698","Papa John's","Omaha, NE","2025-09-11 20:15:00","2025-09-11 20:45:00","30","Medium","Gluten-Free","3","5","Medium","UPI","1","","6","0.6","September","Online","12","18","","6","2","20","28.186274509804"
"ORD699","Little Caesars","Louisville, KY","2025-09-12 19:30:00","2025-09-12 20:00:00","30","XL","Cheese Burst","5","6","High","Card","1","","5","0.83333333333333","September","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD700","Marco's Pizza","Milwaukee, WI","2025-09-13 18:45:00","2025-09-13 19:15:00","30","Medium","Thai Chicken","3","4.5","Medium","Cash","1","1","6.6666666666667","0.66666666666667","September","Offline","10.8","19.2","","6","2","18","30.286458333333"
"ORD701","Domino's","Albuquerque, NM","2025-09-14 20:00:00","2025-09-14 20:30:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","1","5.4545454545455","0.72727272727273","September","Online","13.2","16.8","","12","2","20","30.259433962264"
"ORD702","Pizza Hut","Atlanta, GA","2025-09-15 19:15:00","2025-09-15 19:45:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","September","Online","9.6","20.4","","4","1","19","29.948453608247"
"ORD703","Papa John's","Omaha, NE","2025-09-16 20:30:00","2025-09-16 21:00:00","30","Medium","Gluten-Free","3","5","Medium","Card","1","","6","0.6","September","Online","12","18","","6","2","20","28.186274509804"
"ORD704","Little Caesars","Louisville, KY","2025-09-17 19:45:00","2025-09-17 20:15:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","September","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD705","Marco's Pizza","Milwaukee, WI","2025-09-18 18:00:00","2025-09-18 18:30:00","30","Medium","Thai Chicken","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","September","Offline","10.8","19.2","","6","2","18","30.286458333333"
"ORD706","Domino's","Albuquerque, NM","2025-09-19 20:15:00","2025-09-19 20:45:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","September","Online","13.2","16.8","","12","2","20","30.259433962264"
"ORD707","Pizza Hut","Atlanta, GA","2025-09-20 19:30:00","2025-09-20 20:00:00","30","Medium","Veg","2","4","Low","Wallet","1","1","7.5","0.5","September","Online","9.6","20.4","","4","1","19","29.948453608247"
"ORD708","Papa John's","Omaha, NE","2025-09-21 20:45:00","2025-09-21 21:15:00","30","Medium","Gluten-Free","3","5","Medium","Card","1","1","6","0.6","September","Online","12","18","","6","2","20","28.186274509804"
"ORD709","Little Caesars","Louisville, KY","2025-09-22 19:00:00","2025-09-22 19:30:00","30","XL","Cheese Burst","5","6","High","UPI","1","","5","0.83333333333333","September","Online","14.4","15.6","","20","3","19","28.844221105528"
"ORD710","Marco's Pizza","Milwaukee, WI","2025-09-23 18:15:00","2025-09-23 18:45:00","30","Medium","Thai Chicken","3","4.5","Medium","Cash","1","","6.6666666666667","0.66666666666667","September","Offline","10.8","19.2","","6","2","18","30.286458333333"
"ORD711","Domino's","Albuquerque, NM","2025-09-24 19:30:00","2025-09-24 20:00:00","30","Large","Sicilian","4","5.5","Medium","UPI","1","","5.4545454545455","0.72727272727273","September","Online","13.2","16.8","","12","2","19","30.259433962264"
"ORD712","Pizza Hut","Atlanta, GA","2025-09-25 20:45:00","2025-09-25 21:15:00","30","Medium","Veg","2","4","Low","Wallet","1","","7.5","0.5","September","Online","9.6","20.4","","4","1","20","29.948453608247"
"ORD713","Papa John's","Omaha, NE","2025-09-26 18:00:00","2025-09-26 18:30:00","30","Medium","Gluten-Free","3","5","Medium","Card","1","","6","0.6","September","Online","12","18","","6","2","18","28.186274509804"
"ORD714","Little Caesars","Louisville, KY","2025-09-27 19:15:00","2025-09-27 19:45:00","30","XL","Cheese Burst","5","6","High","UPI","1","1","5","0.83333333333333","September","Online","14.4","15.6","","20","3","19","28.844221105528"
